"0","1"
"40",8.54462278470548,8.70705325939726
"41",8.11398898455224,10.5991741953731
"42",8.2982038518408,NA
"43",8.42935803365368,NA
"44",7.97598409211039,10.2724321673506
"45",8.14036531277928,NA
"46",8.64336312624123,NA
"47",8.57157229334667,9.32235837677333
"48",8.33643274811255,NA
"49",8.12777082380263,10.6411136517632
"50",8.11448438994515,NA
"51",8.5192624887,10.3080413659
"52",8.82474168398734,NA
"53",8.94827241663291,10.1311603269367
"54",8.73476809940741,NA
"55",8.54212608516234,10.475713140961
"56",9.10358386803165,9.18065390529114
"57",8.0537106150625,10.5039987100625
"58",8.57169160954938,11.3175007448148
"59",8.11255212765833,NA
"60",8.5314991948481,10.1548676036076
"61",8.88909578737131,NA
"62",9.5822453161358,10.5192008641358
"63",9.25413571243902,9.73842537773171
"64",9.22190708985802,10.6968952645802
"65",8.8543549512037,10.3269987051605
"66",9.0075567962963,10.7203867161728
"67",9.21096698185772,NA
"68",8.73329413466228,NA
"69",8.82476564421097,NA
"70",8.9980503121875,11.807637256375
"71",8.67027579223984,NA
"72",8.7595542295,10.5509266656296
"73",8.71766957818293,10.8350725843537
"74",9.36568671661847,NA
"75",8.33378216793827,NA
"76",8.66705103360082,NA
"77",8.59319566602469,9.46224479693827
"78",8.45010661046341,11.2573891107317
"79",8.54269392572727,NA
"80",8.45084071245395,11.341984785
"81",9.96778573396296,10.3747169608395
"82",9.26450931494872,8.70205836317949
"83",8.8382968894375,10.5481709498625
"84",9.00120180511728,11.7543896567901
"85",8.84760390723171,9.06478158291463
"86",9.13199654112083,NA
"87",7.93659472429221,11.6185190448052
"88",8.74710911714815,9.85671985785185
"89",8.61583063994667,10.5111103291733
"90",8.78536864651709,NA
"91",9.08602004868,NA
"92",9.44530838442683,9.71286447828659
"93",9.15562763468313,NA
"94",8.72798411067722,10.7795275641392
"95",9.52860343381385,NA
"96",9.05980218239744,10.117929488641
"97",8.95849541327193,NA
"98",8.68092933924684,9.16232402734177
"99",9.14404311374026,11.2452790133506
"100",9.10982241669478,NA
"101",9.00855228020253,10.2611199849241
"102",8.64182163851219,11.3744171406098
"103",8.79918842305195,NA
"104",8.98020392835,10.644967372325
"105",8.97520885257317,10.0062957932073
"106",8.8288449618375,9.22163066698125
"107",9.00028455303213,NA
"108",9.0927201084026,NA
"109",8.92926597641139,10.4068456636203
"110",8.81264283209375,12.077985417375
"111",8.69918283375203,NA
"112",9.01510573095181,NA
"113",8.68460943564024,9.2295023984878
"114",8.90213688295122,NA
"115",8.8842447274321,10.7995412898025
"116",8.9734437982561,10.0848333821951
"117",9.19308060432927,NA
"118",8.54721769233132,9.97847852395181
"119",8.71990445077642,NA
"120",9.47282734003614,9.61304838818675
"121",9.4179677395935,NA
"122",8.64369112235391,NA
"123",8.846593222,9.37949256379518
"124",9.06401519537952,9.06544779098795
"125",9.3432775940935,NA
"126",8.84087235076016,NA
"127",8.77747065478916,10.276554689
"128",8.8417605876859,11.6082015592308
"129",9.14218905812195,10.8073191753902
"130",9.25960300527439,10.9054236219756
"131",10.0102685471566,9.87301639586747
"132",9.71537698988353,NA
"133",9.12618177704472,NA
"134",8.54638076166265,9.87395367686747
"135",9.31805564252439,NA
"136",8.66318821364634,11.1173618280488
"137",9.29506526996385,10.2236082687349
"138",8.62910760513855,10.1579634933614
"139",8.8117211677572,NA
"140",8.73931239815447,NA
"141",9.10050798329518,10.2196599299759
"142",9.44707223869658,NA
"143",9.17916076416667,11.0726350860256
"144",9.15630449035391,NA
"145",8.37790272305195,10.8453057635065
"146",8.40811374371875,8.7233251521
"147",9.11156824424691,9.76875210592593
"148",8.98974392216667,8.47190390952564
"149",8.84706044269959,NA
"150",8.67043491853125,10.4654346284125
"151",8.56191301031013,10.6398759811772
"152",NA,8.66677908322785
"153",8.55860137933117,10.9035735331299
"154",9.66080098874359,9.79799191884615
"155",9.25888414061538,NA
"156",8.74501298140909,9.90727156663636
"157",8.64734032258861,10.1452001421266
"158",8.70337698074167,NA
"159",9.50124258550617,9.24598133196296
"160",8.74039855708125,10.7090305904
